element_type,element_id,country_u,country_v,bus_u,bus_v,voltage_kv,r_ohm,x_ohm,b_series_S,b_shunt_S,length_km,imax_A_used,smax_MVA,fmax_MW,eic_code,ne_name_old,source_sheet,row_index
tieline,CZ1-DE1,DE,CZ,DE,CZ,380.0,1.23,10.945,0.09136592051164916,0.0001748296,51.9,2520.0,1658.6118533279569,1658.6118533279569,10T-CZ-DE-00002U,Röhrsdorf - Hradec 445,Tielines_New,0
tieline,CZ2-DE2,DE,CZ,DE,CZ,380.0,1.23,10.945,0.09136592051164916,0.0001748296,51.9,2520.0,1658.6118533279569,1658.6118533279569,10T-CZ-DE-00003S,Röhrsdorf - Hradec 446,Tielines_New,1
tieline,DE1-PL1,DE,PL,DE,PL,380.0,0.35,3.49,0.28653295128939826,5.7176990000000004e-05,13.1,2520.0,1658.6118533279569,1658.6118533279569,10T-DE-PL-000039,Vierraden - Krajnik 507,Tielines_New,2
tieline,DE2-PL2,DE,PL,DE,PL,380.0,0.35,3.49,0.28653295128939826,5.7176990000000004e-05,13.1,2520.0,1658.6118533279569,1658.6118533279569,10T-DE-PL-000047,Vierraden - Krajnik 508,Tielines_New,3
tieline,DE3-PL3,DE,PL,DE,PL,380.0,0.233,2.53,0.3952569169960475,2.8714159999999997e-05,2.6,2520.0,1658.6118533279569,1658.6118533279569,10T-DE-PL-00002B,Hagenwerder - Mikulowa 567,Tielines_New,4
tieline,DE4-PL4,DE,PL,DE,PL,380.0,0.243,2.606,0.3837298541826554,2.981371e-05,2.4,2520.0,1658.6118533279569,1658.6118533279569,10T-DE-PL-00001D,Hagenwerder - Mikulowa 568,Tielines_New,5
tieline,BE1-DE1,DE,BE,DE,BE,380.0,0.005,0.05,20.0,4e-07,40.0,3600.0,2369.445504754224,2369.445504754224,22T201903146---W,Oberzier - Lixhe ALEGRO,Tielines_New,6
tieline,AT1-DE1,DE,AT,DE,WESTTIROL,380.0,1.275,10.67,0.09372071227741331,0.00017669999999999999,41.0,2400.0,1579.630336502816,1579.630336502816,10T-AT-DE-10007U,Leupolz - Westtirol FUESSN O,Tielines_New,7
tieline,AT2-DE2,DE,AT,DE,WESTTIROL,220.0,2.302,19.97,0.05007511266900351,0.00033939999999999996,79.0,1282.0,488.50760976672615,488.50760976672615,10T1001C--00037V,Voehringen - Westtirol FUESSN W,Tielines_New,8
tieline,AT3-DE3,DE,AT,DE,WERBEN,220.0,0.006,0.05,20.0,5e-07,0.0,1480.0,563.9557429444264,563.9557429444264,10T-AT-DE-00025Y,Y-Werben  (-Buers - Herbertingen - Tiengen) BLUDNZ W,Tielines_New,9
tieline,AT4-DE4,DE,AT,DE,WERBEN,220.0,0.01,0.059,16.949152542372882,4e-07,0.0,1540.0,586.8188136043356,586.8188136043356,10T-AT-DE-00026W,Y-Werben (-Buers - Voehringen) DELLM O,Tielines_New,10
tieline,DE1-FR1,DE,FR,DE,FR,220.0,0.925,4.067,0.24588148512417013,4.76e-05,13.0,843.0,321.22614277172397,321.22614277172397,10T-DE-FR-00004C,Ensdorf - St. Avold AVOLD,Tielines_New,11
tieline,DE2-FR2,DE,FR,DE,FR,380.0,0.365,5.13,0.19493177387914232,8.92e-05,20.0,2720.0,1790.2477147031916,1790.2477147031916,10T-DE-FR-00005A,Ensdorf - Vigy VIGY1 N,Tielines_New,12
tieline,DE3-FR3,DE,FR,DE,FR,380.0,0.365,5.13,0.19493177387914232,8.92e-05,20.0,2720.0,1790.2477147031916,1790.2477147031916,10T-DE-FR-000068,Ensdorf - Vigy VIGY2 S,Tielines_New,13
tieline,DE1-LU1,DE,LU,DE,LU,220.0,0.235,1.512,0.6613756613756614,1.95e-05,5.0,1290.0,491.55601918804734,491.55601918804734,10T-LU-DE-00001G,Bauler - Flebour FLE BA N,Tielines_New,14
tieline,DE2-LU2,DE,LU,DE,LU,220.0,0.235,1.512,0.6613756613756614,1.95e-05,5.0,1290.0,491.55601918804734,491.55601918804734,10T1001C--00096F,Bauler - Flebour FLE BA S,Tielines_New,15
tieline,DE3-LU3,DE,LU,DE,LU,220.0,1.15,5.425,0.18433179723502305,0.0001893,31.0,1290.0,491.55601918804734,491.55601918804734,10T1001C--00135V,Blooren - Niederstedem BLONST S,Tielines_New,16
tieline,DE4-LU4,DE,LU,DE,LU,220.0,1.416,7.3,0.136986301369863,9.77e-05,26.0,1290.0,491.55601918804734,491.55601918804734,10T-LU-DE-00003C,Heisdorf - Quint HEI QU N,Tielines_New,17
tieline,DE1-NL1,DE,NL,DE,NL,380.0,0.362,7.205,0.13879250520471895,0.0001536,32.0,3600.0,2369.445504754224,2369.445504754224,10T-DE-NL-00007J,Doetinchem - Niederrhein DOETM SW,Tielines_New,18
tieline,DE2-NL2,DE,NL,DE,NL,380.0,0.48,7.31,0.13679890560875513,0.000135,30.0,3600.0,2369.445504754224,2369.445504754224,10T1001C--000235,Doetinchem - Niederrhein DOETM WS,Tielines_New,19
tieline,DE3-NL3,DE,NL,DE,NL,380.0,0.303,2.907,0.3439972480220158,4.7399999999999993e-05,11.0,2720.0,1790.2477147031916,1790.2477147031916,10T-DE-NL-00004P,Gronau - Hengelo HENGL SW,Tielines_New,20
tieline,DE4-NL4,DE,NL,DE,NL,380.0,0.303,2.907,0.3439972480220158,4.7399999999999993e-05,11.0,2720.0,1790.2477147031916,1790.2477147031916,10T-DE-NL-00003R,Gronau - Hengelo HENGL WS,Tielines_New,21
tieline,DE5-NL5,DE,NL,DE,NL,380.0,0.72,6.96,0.14367816091954022,0.0001172,27.0,2720.0,1790.2477147031916,1790.2477147031916,10T-DE-NL-00005N,Maasbracht - Oberzier SELFK WS,Tielines_New,22
tieline,DE6-NL6,DE,NL,DE,NL,380.0,0.495,4.935,0.2026342451874367,8.159999999999999e-05,19.0,2720.0,1790.2477147031916,1790.2477147031916,10T-DE-NL-00006L,Maasbracht - Siersdorf SELFK SW,Tielines_New,23
tieline,CH1-DE1,DE,CH,DE,CH,220.0,0.245,1.91,0.5235602094240838,1.6199999999999997e-05,5.0,1093.0,416.4889371880122,416.4889371880122,10T-CH-DE-000034,Beznau - Tiengen AARE O,Tielines_New,24
tieline,CH2-DE2,DE,CH,DE,CH,380.0,0.157,1.707,0.5858230814294083,1.8399999999999997e-05,5.0,2187.0,1439.4381441381909,1439.4381441381909,10T-CH-DE-000026,Beznau - Tiengen AARE W,Tielines_New,25
tieline,CH3-DE3,DE,CH,DE,CH,380.0,0.403,3.599,0.2778549597110308,4.179999999999999e-05,12.0,2140.0,1408.503716715011,1408.503716715011,10T-CH-DE-000131,Laufenburg - Tiengen ANDLSB,Tielines_New,26
tieline,AT1-CZ1,AT,CZ,DUERNROHR,CZ,380.0,1.0335,14.265,0.07010164738871363,0.0001873802,53.34,2250.0,1480.90344047139,1480.90344047139,10T-AT-CZ-00003X,Duernrohr - Slavetice 437,Tielines_New,27
tieline,AT2-CZ2,AT,CZ,DUERNROHR,CZ,380.0,1.0335,14.265,0.07010164738871363,0.0001873802,53.34,2250.0,1480.90344047139,1480.90344047139,10T-AT-CZ-00004V,Duernrohr - Slavetice 438,Tielines_New,28
tieline,AT5-DE5,AT,DE,ST PETER,DE,220.0,0.134,0.698,1.4326647564469914,9.364e-06,1.9,1350.0,514.4190898479566,514.4190898479566,10T-AT-DE-000029,St.Peter - Pirach 256,Tielines_New,29
tieline,AT6-DE6,AT,DE,ST PETER,DE,220.0,0.134,0.698,1.4326647564469914,9.364e-06,1.9,1350.0,514.4190898479566,514.4190898479566,10T-AT-DE-000037,St.Peter - Pleinting 258,Tielines_New,30
tieline,AT7-DE7,AT,DE,ST PETER,DE,220.0,0.147,0.757,1.321003963011889,5.525999999999999e-06,1.9,1320.0,502.98755451800196,502.98755451800196,10T-AT-DE-00001B,St.Peter - Altheim 233/230,Tielines_New,31
tieline,AT8-DE8,AT,DE,ST PETER,DE,220.0,0.147,0.757,1.321003963011889,5.525999999999999e-06,1.9,1320.0,502.98755451800196,502.98755451800196,10T-AT-DE-000045,St.Peter - Simbach 234/230,Tielines_New,32
tieline,AT1-SI1,AT,SI,OBERSIELACH,SI,220.0,1.99,13.44,0.0744047619047619,9.303826999999999e-05,19.6,920.0,350.56708345194073,350.56708345194073,10T-AT-SI-00003P,Obersielach - Podlog 247,Tielines_New,33
tieline,AT3-CZ3,AT,CZ,ZAYA,CZ,220.0,2.544,12.57,0.07955449482895784,8.246680000000001e-05,13.67,800.0,304.8409421321224,304.8409421321224,10T1001C--001215,Zaya - Sokolnice 243,Tielines_New,34
tieline,AT4-CZ4,AT,CZ,ZAYA,CZ,220.0,2.544,12.57,0.07955449482895784,8.246680000000001e-05,13.67,800.0,304.8409421321224,304.8409421321224,10T1001C--001223,Zaya - Sokolnice 244,Tielines_New,35
tieline,AT2-SI2,AT,SI,KAINACHTAL,SI,380.0,0.725,9.05,0.11049723756906077,0.00010599729999999999,33.7,1920.0,1263.7042692022528,1263.7042692022528,10T-AT-SI-00001T,Kainachtal - Maribor 473,Tielines_New,36
tieline,AT3-SI3,AT,SI,KAINACHTAL,SI,380.0,0.725,9.05,0.11049723756906077,0.00010599729999999999,33.7,1920.0,1263.7042692022528,1263.7042692022528,10T-AT-SI-00002R,Kainachtal - Maribor 474,Tielines_New,37
tieline,AT1-IT1,AT,IT,LIENZ,IT,220.0,4.279,21.83,0.04580852038479157,0.000245872,25.9,704.0,268.2600290762677,268.2600290762677,10T-AT-IT-00001V,Lienz - Auronzo 261,Tielines_New,38
tieline,AT9-DE9,AT,DE,MEININGEN,DE,220.0,0.37,4.49,0.22271714922048996,5.230751e-05,28.9,2040.0,777.3444024369121,777.3444024369121,10T-AT-DE-000231,Meiningen - Buers  406A,Tielines_New,39
tieline,AT1-CH1,AT,CH,MEININGEN,CH,220.0,0.0414,0.5295,1.8885741265344667,5.6405e-06,2.4,2400.0,914.5228263963671,914.5228263963671,10T-AT-CH-00003T,Meiningen - Ruethi 407,Tielines_New,40
tieline,AT2-CH2,AT,CH,MEININGEN,CH,220.0,0.0339,0.5095,1.9627085377821396,5.78512e-06,2.4,2400.0,914.5228263963671,914.5228263963671,10T-AT-CH-00004R,Meiningen - Ruethi 408,Tielines_New,41
tieline,AT3-CH3,AT,CH,NAUDERS,CH,380.0,0.435,5.202,0.1922337562475971,1.4481999999999998e-05,2.9,2300.0,1513.8124058151984,1513.8124058151984,10T1001C--00133Z,Nauders - Pradella 429,Tielines_New,42
tieline,AT4-CH4,AT,CH,NAUDERS,CH,380.0,0.435,5.202,0.1922337562475971,1.4481999999999998e-05,2.9,2300.0,1513.8124058151984,1513.8124058151984,10T1001C--001320,Nauders - Pradella 430,Tielines_New,43
tieline,AT1-HU1,AT,HU,NEUSIEDL,HU,220.0,3.325,17.105,0.05846243788365975,0.00011374129999999999,22.7,810.0,308.65145390877393,308.65145390877393,10T-AT-HU-00001W,Neusiedl - Gyoer 246B,Tielines_New,44
tieline,AT10-DE10,AT,DE,WALGAUWERK,DE,220.0,0.185,2.24,0.4464285714285714,2.591813e-05,34.5,2040.0,777.3444024369121,777.3444024369121,10T-AT-DE-10024U,Walgauwerk - Buers  405A,Tielines_New,45
tieline,AT11-DE11,AT,DE,WESTTIROL,DE,380.0,0.99,14.25,0.07017543859649122,0.00016870349999999998,92.0,2300.0,1513.8124058151984,1513.8124058151984,10T-AT-DE-000061,Westtirol - Buers  422,Tielines_New,46
tieline,AT12-DE12,AT,DE,WESTTIROL,DE,380.0,1.33,10.65,0.09389671361502347,0.0001779712,47.0,2392.0,1574.3649020478065,1574.3649020478065,10T-AT-DE-10007U,Westtirol - Leupolz 412,Tielines_New,47
tieline,AT13-DE13,AT,DE,WESTTIROL,DE,220.0,2.2525,19.978,0.05005506056662328,0.00108125,47.0,1795.0,683.9868639089495,683.9868639089495,10T1001C--00037V,Westtirol - Voehringen 411,Tielines_New,48
tieline,AT2-HU2,AT,HU,WIEN SUEDOST,HU,220.0,4.992,25.665,0.03896356906292617,0.0001707455,63.1,810.0,308.65145390877393,308.65145390877393,10T-AT-HU-00002U,Wien Suedost - Gyoer 245,Tielines_New,49
tieline,AT3-HU3,AT,HU,ZURNDORF,HU,380.0,0.745,10.355,0.09657170449058425,0.0001282555,8.9,2000.0,1316.3586137523466,1316.3586137523466,10T-AT-HU-00003S,Zurndorf - Gyoer 439B,Tielines_New,50
tieline,AT4-HU4,AT,HU,ZURNDORF,HU,380.0,1.865,20.85,0.047961630695443645,0.0002516415,8.9,2000.0,1316.3586137523466,1316.3586137523466,10T-AT-HU-00004Q,Zurndorf - Szombathely 440B,Tielines_New,51
tieline,CZ3-DE3,CZ,DE,CZ,DE,380.0,1.68,21.86,0.04574565416285453,0.0003425,129.2,2000.0,1316.3586137523466,1316.3586137523466,10T-CZ-DE-00001W,Hradec - Etzenricht,Tielines_New,52
tieline,CZ4-DE4,CZ,DE,CZ,DE,380.0,1.18,14.5,0.06896551724137931,0.00022549999999999998,75.7,2400.0,1579.630336502816,1579.630336502816,10T-CZ-DE-00004Q,Prestice - Etzenricht,Tielines_New,53
tieline,CZ1-SK1,CZ,SK,CZ,SK,220.0,3.95,19.25,0.05194805194805195,0.00012049999999999999,61.4,655.0,249.5885213706752,249.5885213706752,10T-CZ-SK-00001Y,Liskovec - P. Bystrica,Tielines_New,54
tieline,CZ2-SK2,CZ,SK,CZ,SK,380.0,1.3,15.74,0.06353240152477764,0.0002305,56.6,2000.0,1316.3586137523466,1316.3586137523466,10T-CZ-SK-00005Q,Sokolnice - Stupava,Tielines_New,55
tieline,CZ3-SK3,CZ,SK,CZ,SK,380.0,1.248,12.992,0.07697044334975368,0.00016649999999999998,54.38,2000.0,1316.3586137523466,1316.3586137523466,10T-CZ-SK-00007M,Sokolnice - Senica,Tielines_New,56
tieline,AT5-CZ5,CZ,AT,CZ,ZAYA,220.0,2.55,12.57,0.07955449482895784,0.0001715,50.8,900.0,342.9460598986377,342.9460598986377,10T-AT-CZ-000010,Sokolnice - Zaya - V243,Tielines_New,57
tieline,AT6-CZ6,CZ,AT,CZ,ZAYA,220.0,2.55,12.57,0.07955449482895784,0.0001715,50.8,900.0,342.9460598986377,342.9460598986377,10T-AT-CZ-00002Z,Sokolnice - Zaya - V244,Tielines_New,58
tieline,AT7-CZ7,CZ,AT,CZ,DUERNROHR,380.0,1.04,14.27,0.0700770847932726,0.0001875,42.8,3150.0,2073.264816659946,2073.264816659946,10T-AT-CZ-00003X,Slavetice - Durnrohr - V437,Tielines_New,59
tieline,AT8-CZ8,CZ,AT,CZ,DUERNROHR,380.0,1.04,14.27,0.0700770847932726,0.0001875,42.8,3150.0,2073.264816659946,2073.264816659946,10T-AT-CZ-00004V,Slavetice - Durnrohr - V438,Tielines_New,60
tieline,CZ4-SK4,CZ,SK,CZ,SK,380.0,1.06,11.95,0.08368200836820085,0.00013099999999999999,40.4,1720.0,1132.068407827018,1132.068407827018,10T-CZ-SK-00002W,Nosovice - Varin,Tielines_New,61
tieline,CZ1-PL1,CZ,PL,CZ,PL,380.0,1.952,20.496,0.048790007806401255,0.0002488,38.8,2000.0,1316.3586137523466,1316.3586137523466,10T-CZ-PL-00004A,Nosovice - Wielopole,Tielines_New,62
tieline,CZ5-DE5,CZ,DE,CZ,DE,380.0,1.23,10.94,0.09140767824497258,0.00017449999999999999,29.6,2400.0,1579.630336502816,1579.630336502816,10T-CZ-DE-00002U,Hradec - Rohrsdorf - V445,Tielines_New,63
tieline,CZ6-DE6,CZ,DE,CZ,DE,380.0,1.23,10.94,0.09140767824497258,0.00017449999999999999,29.6,2400.0,1579.630336502816,1579.630336502816,10T-CZ-DE-00003S,Hradec - Rohrsdorf - V446,Tielines_New,64
tieline,CZ2-PL2,CZ,PL,CZ,PL,220.0,3.01,16.84,0.05938242280285036,0.000112,23.4,1050.0,400.10373654841067,400.10373654841067,10T-CZ-PL-00002E,Liskovec - Bujakow,Tielines_New,65
tieline,CZ3-PL3,CZ,PL,CZ,PL,220.0,2.92,16.71,0.059844404548174746,0.00011899999999999999,23.4,1050.0,400.10373654841067,400.10373654841067,10T-CZ-PL-00003C,Liskovec - Kopanina,Tielines_New,66
tieline,CZ4-PL4,CZ,PL,CZ,PL,380.0,2.34,24.51,0.04079967360261118,0.00029749999999999997,2.44,2000.0,1316.3586137523466,1316.3586137523466,10T1001A1001A09N,Detmarovice - Dobrzen,Tielines_New,67
tieline,DE5-LU5,LU,DE,LU,DE,220.0,1.88,9.27,0.10787486515641856,0.00023562,45.0,1290.0,491.55601918804734,491.55601918804734,10T1001C--00135V,Blooren - Niederstedem Süd,Tielines_New,68
tieline,DE6-LU6,LU,DE,LU,DE,220.0,1.46,7.43,0.13458950201884254,6.282999999999999e-05,26.0,1290.0,491.55601918804734,491.55601918804734,10T-LU-DE-00003C,Heisdorf Quint Nord,Tielines_New,69
tieline,DE7-LU7,LU,DE,LU,DE,220.0,0.24,1.51,0.6622516556291391,1.948e-05,5.0,1290.0,491.55601918804734,491.55601918804734,10T-LU-DE-00001G,Flebour Bauler Nord,Tielines_New,70
tieline,DE8-LU8,LU,DE,LU,DE,220.0,0.24,1.51,0.6622516556291391,1.948e-05,5.0,1290.0,491.55601918804734,491.55601918804734,10T1001C--00096F,Flebour Bauler Süd,Tielines_New,71
tieline,BE1-LU1,LU,BE,LU,BE,220.0,0.0,0.05,20.0,1.8999999999999998e-07,0.1,982.0,374.19225646718024,374.19225646718024,10T-BE-LU-000011,Schifflange PST-Schifflange,Tielines_New,72
tieline,HU1-SI1,SI,HU,SI,HU,380.0,2.0246,22.964,0.043546420484236195,0.0002889506,67.8,1600.0,1053.0868910018773,1053.0868910018773,10T1001C--00101B,Cirkovce - Hevitz,Tielines_New,73
tieline,AT4-SI4,SI,AT,SI,OBERSIELACH,220.0,1.991,13.555,0.07377351530800443,7.855614e-05,32.75,960.0,365.8091305585468,365.8091305585468,10T-AT-SI-00003P,Podlog - Obersielach,Tielines_New,74
tieline,AT5-SI5,SI,AT,SI,KAINACHTAL,380.0,0.718,9.0285,0.1107603699396356,0.0001058701,28.82,1920.0,1263.7042692022528,1263.7042692022528,10T-AT-SI-00001T,Maribor - Kainachtal,Tielines_New,75
tieline,AT6-SI6,SI,AT,SI,KAINACHTAL,380.0,0.718,9.0285,0.1107603699396356,0.0001058701,28.82,1920.0,1263.7042692022528,1263.7042692022528,10T-AT-SI-00002R,Maribor - Kainachtal,Tielines_New,76
tieline,IT1-SI1,SI,IT,SI,IT,380.0,0.6053,7.145,0.13995801259622115,9.675005e-05,24.35,2688.0,1769.185976883154,1769.185976883154,10T-IT-SI-000025,Divaca - Redipuglia,Tielines_New,77
tieline,IT2-SI2,SI,IT,SI,IT,220.0,0.3405,2.389,0.41858518208455425,1.602211e-05,5.76,960.0,365.8091305585468,365.8091305585468,10T-IT-SI-000017,Divaca - Padriciano,Tielines_New,78
tieline,BE1-FR1,BE,FR,BE,FR,380.0,0.65365,11.80415,0.08471596853648929,0.0001426495,38.45,4400.0,2895.9889502551628,2895.9889502551628,10T-BE-FR-10004U,AVELGEM – MASTAING 380.79,Tielines_New,79
tieline,BE2-FR2,BE,FR,BE,FR,380.0,0.78435,9.541349,0.10480698274426394,9.412198999999999e-05,31.5,2238.88,1473.584486578927,1473.584486578927,10T-BE-FR-000015,ACHENE – LONNY 380.19,Tielines_New,80
tieline,BE3-FR3,BE,FR,BE,FR,220.0,1.585,5.7325,0.17444395987788924,3.816802e-05,27.3,1184.96,451.53040348609966,451.53040348609966,10T-BE-FR-00007U,CHOOZ – MONCEAU 220.48,Tielines_New,81
tieline,BE4-FR4,BE,FR,BE,FR,380.0,0.3843,6.5545,0.1525669387443741,7.92085e-05,21.35,4400.0,2895.9889502551628,2895.9889502551628,10T-BE-FR-000031,AVELGEM – AVELIN 380.80,Tielines_New,82
tieline,BE2-LU2,BE,LU,BE,LU,220.0,0.5301,2.9287,0.34144842421552224,0.00037954899999999997,11.876,1050.0,400.10373654841067,400.10373654841067,22T201907102---7,Y – SCHIFFLANGE (– AUBANGE – SANEM) 220.512,Tielines_New,83
tieline,BE3-LU3,BE,LU,BE,LU,220.0,0.58373,4.23675,0.2360299758069275,2.610859e-05,9.415,1176.0,448.11618493421986,448.11618493421986,22T201907102---7,Y – AUBANGE (– SCHIFFLANGE – SANEM) 220.512,Tielines_New,84
tieline,BE5-FR5,BE,FR,BE,FR,220.0,0.440385,3.475195,0.2877536368462777,1.371395e-05,7.85,1299.2,495.0616900225668,495.0616900225668,10T-BE-FR-000023,AUBANGE – MOULAINE 220.513,Tielines_New,85
tieline,BE1-NL1,BE,NL,BE,NL,380.0,0.1365705,1.57575,0.6346184356655561,2.2879999999999998e-05,5.5,2448.32,1611.4335606110728,1611.4335606110728,10T-BE-NL-00002G,MAASBRACHT – VAN EYCK BLACK/27,Tielines_New,86
tieline,BE2-NL2,BE,NL,BE,NL,380.0,0.138358,1.577807,0.6337910783765062,2.295722e-05,5.5,2238.88,1473.584486578927,1473.584486578927,10T-BE-NL-00001I,MAASBRACHT – VAN EYCK WHITE/28,Tielines_New,87
tieline,BE3-NL3,BE,NL,BE,NL,380.0,0.0799,1.0667,0.9374707040404987,1.277574e-05,3.4745,4000.0,2632.7172275046933,2632.7172275046933,10T-BE-NL-00003E,RILLAND – ZANDVLIET GREY/29,Tielines_New,88
tieline,BE4-NL4,BE,NL,BE,NL,380.0,0.0799,1.0667,0.9374707040404987,1.277574e-05,3.4745,4000.0,2632.7172275046933,2632.7172275046933,10T-BE-NL-00004C,RILLAND – ZANDVLIET WHITE/30,Tielines_New,89
tieline,BE6-FR6,BE,FR,BE,FR,220.0,0.106812,0.8065661,1.2398239896271366,6.263594999999999e-06,1.935,1299.2,495.0616900225668,495.0616900225668,10T-BE-FR-00008S,AUBANGE – MONT-SAINT-MARTIN 220.514,Tielines_New,90
